start_zone_id,start_zone_name,end_zone_id,end_zone_name,time_bucket,duration
137,Kips Bay,25,Boerum Hill,4:00 PM–7:00 PM,31
137,Kips Bay,25,Boerum Hill,10:00 PM–8:00 AM,33
137,Kips Bay,25,Boerum Hill,7:00 PM–10:00 PM,33
140,Lenox Hill East,25,Boerum Hill,8:00 AM–11:00 AM,45
140,Lenox Hill East,25,Boerum Hill,11:00 AM–4:00 PM,44
141,Lenox Hill West,25,Boerum Hill,11:00 AM–4:00 PM,44
141,Lenox Hill West,25,Boerum Hill,4:00 PM–7:00 PM,53
141,Lenox Hill West,25,Boerum Hill,7:00 PM–10:00 PM,42
142,Lincoln Square East,25,Boerum Hill,11:00 AM–4:00 PM,47
142,Lincoln Square East,25,Boerum Hill,4:00 PM–7:00 PM,42
142,Lincoln Square East,25,Boerum Hill,10:00 PM–8:00 AM,143
142,Lincoln Square East,25,Boerum Hill,7:00 PM–10:00 PM,49
143,Lincoln Square West,25,Boerum Hill,10:00 PM–8:00 AM,40
143,Lincoln Square West,25,Boerum Hill,8:00 AM–11:00 AM,44
143,Lincoln Square West,25,Boerum Hill,4:00 PM–7:00 PM,45
143,Lincoln Square West,25,Boerum Hill,7:00 PM–10:00 PM,41
144,Little Italy/NoLiTa,25,Boerum Hill,4:00 PM–7:00 PM,23
144,Little Italy/NoLiTa,25,Boerum Hill,11:00 AM–4:00 PM,25
144,Little Italy/NoLiTa,25,Boerum Hill,8:00 AM–11:00 AM,24
144,Little Italy/NoLiTa,25,Boerum Hill,7:00 PM–10:00 PM,23
144,Little Italy/NoLiTa,25,Boerum Hill,10:00 PM–8:00 AM,21
145,Long Island City/Hunters Point,25,Boerum Hill,4:00 PM–7:00 PM,47
145,Long Island City/Hunters Point,25,Boerum Hill,7:00 PM–10:00 PM,37
145,Long Island City/Hunters Point,25,Boerum Hill,11:00 AM–4:00 PM,34
145,Long Island City/Hunters Point,25,Boerum Hill,8:00 AM–11:00 AM,30
146,Long Island City/Queens Plaza,25,Boerum Hill,4:00 PM–7:00 PM,45
148,Lower East Side,25,Boerum Hill,10:00 PM–8:00 AM,20
148,Lower East Side,25,Boerum Hill,11:00 AM–4:00 PM,26
148,Lower East Side,25,Boerum Hill,4:00 PM–7:00 PM,21
148,Lower East Side,25,Boerum Hill,8:00 AM–11:00 AM,23
148,Lower East Side,25,Boerum Hill,7:00 PM–10:00 PM,21
158,Meatpacking/West Village West,25,Boerum Hill,10:00 PM–8:00 AM,34
158,Meatpacking/West Village West,25,Boerum Hill,7:00 PM–10:00 PM,31
158,Meatpacking/West Village West,25,Boerum Hill,4:00 PM–7:00 PM,39
158,Meatpacking/West Village West,25,Boerum Hill,8:00 AM–11:00 AM,37
158,Meatpacking/West Village West,25,Boerum Hill,11:00 AM–4:00 PM,37
161,Midtown Center,25,Boerum Hill,4:00 PM–7:00 PM,40
161,Midtown Center,25,Boerum Hill,8:00 AM–11:00 AM,38
161,Midtown Center,25,Boerum Hill,11:00 AM–4:00 PM,46
161,Midtown Center,25,Boerum Hill,7:00 PM–10:00 PM,48
162,Midtown East,25,Boerum Hill,7:00 PM–10:00 PM,40
162,Midtown East,25,Boerum Hill,4:00 PM–7:00 PM,40
162,Midtown East,25,Boerum Hill,11:00 AM–4:00 PM,47
163,Midtown North,25,Boerum Hill,11:00 AM–4:00 PM,42
163,Midtown North,25,Boerum Hill,7:00 PM–10:00 PM,54
163,Midtown North,25,Boerum Hill,4:00 PM–7:00 PM,44
164,Midtown South,25,Boerum Hill,8:00 AM–11:00 AM,58
164,Midtown South,25,Boerum Hill,7:00 PM–10:00 PM,39
164,Midtown South,25,Boerum Hill,4:00 PM–7:00 PM,39
164,Midtown South,25,Boerum Hill,11:00 AM–4:00 PM,38
166,Morningside Heights,25,Boerum Hill,7:00 PM–10:00 PM,66
170,Murray Hill,25,Boerum Hill,10:00 PM–8:00 AM,36
170,Murray Hill,25,Boerum Hill,7:00 PM–10:00 PM,35
170,Murray Hill,25,Boerum Hill,11:00 AM–4:00 PM,37
170,Murray Hill,25,Boerum Hill,8:00 AM–11:00 AM,37
170,Murray Hill,25,Boerum Hill,4:00 PM–7:00 PM,38
181,Park Slope,25,Boerum Hill,8:00 AM–11:00 AM,10
181,Park Slope,25,Boerum Hill,10:00 PM–8:00 AM,10
181,Park Slope,25,Boerum Hill,7:00 PM–10:00 PM,9
181,Park Slope,25,Boerum Hill,4:00 PM–7:00 PM,11
181,Park Slope,25,Boerum Hill,11:00 AM–4:00 PM,11
186,Penn Station/Madison Sq West,25,Boerum Hill,7:00 PM–10:00 PM,38
186,Penn Station/Madison Sq West,25,Boerum Hill,8:00 AM–11:00 AM,34
186,Penn Station/Madison Sq West,25,Boerum Hill,10:00 PM–8:00 AM,34
186,Penn Station/Madison Sq West,25,Boerum Hill,11:00 AM–4:00 PM,46
186,Penn Station/Madison Sq West,25,Boerum Hill,4:00 PM–7:00 PM,36
188,Prospect-Lefferts Gardens,25,Boerum Hill,10:00 PM–8:00 AM,21
188,Prospect-Lefferts Gardens,25,Boerum Hill,11:00 AM–4:00 PM,24
188,Prospect-Lefferts Gardens,25,Boerum Hill,7:00 PM–10:00 PM,23
188,Prospect-Lefferts Gardens,25,Boerum Hill,4:00 PM–7:00 PM,27
188,Prospect-Lefferts Gardens,25,Boerum Hill,8:00 AM–11:00 AM,18
189,Prospect Heights,25,Boerum Hill,8:00 AM–11:00 AM,10
189,Prospect Heights,25,Boerum Hill,11:00 AM–4:00 PM,12
189,Prospect Heights,25,Boerum Hill,7:00 PM–10:00 PM,11
189,Prospect Heights,25,Boerum Hill,10:00 PM–8:00 AM,12
189,Prospect Heights,25,Boerum Hill,4:00 PM–7:00 PM,12
190,Prospect Park,25,Boerum Hill,10:00 PM–8:00 AM,17
190,Prospect Park,25,Boerum Hill,8:00 AM–11:00 AM,19
190,Prospect Park,25,Boerum Hill,4:00 PM–7:00 PM,20
190,Prospect Park,25,Boerum Hill,7:00 PM–10:00 PM,19
190,Prospect Park,25,Boerum Hill,11:00 AM–4:00 PM,20
195,Red Hook,25,Boerum Hill,4:00 PM–7:00 PM,17
195,Red Hook,25,Boerum Hill,11:00 AM–4:00 PM,19
195,Red Hook,25,Boerum Hill,7:00 PM–10:00 PM,16
195,Red Hook,25,Boerum Hill,8:00 AM–11:00 AM,13
195,Red Hook,25,Boerum Hill,10:00 PM–8:00 AM,14
209,Seaport,25,Boerum Hill,4:00 PM–7:00 PM,21
209,Seaport,25,Boerum Hill,11:00 AM–4:00 PM,24
209,Seaport,25,Boerum Hill,8:00 AM–11:00 AM,42
209,Seaport,25,Boerum Hill,7:00 PM–10:00 PM,32
211,SoHo,25,Boerum Hill,11:00 AM–4:00 PM,28
211,SoHo,25,Boerum Hill,4:00 PM–7:00 PM,25
211,SoHo,25,Boerum Hill,10:00 PM–8:00 AM,23
211,SoHo,25,Boerum Hill,7:00 PM–10:00 PM,28
217,South Williamsburg,25,Boerum Hill,11:00 AM–4:00 PM,28
217,South Williamsburg,25,Boerum Hill,8:00 AM–11:00 AM,17
217,South Williamsburg,25,Boerum Hill,4:00 PM–7:00 PM,26
223,Steinway,25,Boerum Hill,11:00 AM–4:00 PM,66
224,Stuy Town/Peter Cooper Village,25,Boerum Hill,7:00 PM–10:00 PM,27
224,Stuy Town/Peter Cooper Village,25,Boerum Hill,8:00 AM–11:00 AM,22
224,Stuy Town/Peter Cooper Village,25,Boerum Hill,11:00 AM–4:00 PM,33
224,Stuy Town/Peter Cooper Village,25,Boerum Hill,4:00 PM–7:00 PM,30
224,Stuy Town/Peter Cooper Village,25,Boerum Hill,10:00 PM–8:00 AM,34
225,Stuyvesant Heights,25,Boerum Hill,11:00 AM–4:00 PM,24
225,Stuyvesant Heights,25,Boerum Hill,7:00 PM–10:00 PM,26
225,Stuyvesant Heights,25,Boerum Hill,4:00 PM–7:00 PM,26
225,Stuyvesant Heights,25,Boerum Hill,8:00 AM–11:00 AM,25
225,Stuyvesant Heights,25,Boerum Hill,10:00 PM–8:00 AM,21
226,Sunnyside,25,Boerum Hill,4:00 PM–7:00 PM,39
226,Sunnyside,25,Boerum Hill,10:00 PM–8:00 AM,42
226,Sunnyside,25,Boerum Hill,11:00 AM–4:00 PM,39
226,Sunnyside,25,Boerum Hill,7:00 PM–10:00 PM,37
228,Sunset Park West,25,Boerum Hill,8:00 AM–11:00 AM,23
228,Sunset Park West,25,Boerum Hill,11:00 AM–4:00 PM,34
228,Sunset Park West,25,Boerum Hill,7:00 PM–10:00 PM,22
228,Sunset Park West,25,Boerum Hill,4:00 PM–7:00 PM,21
228,Sunset Park West,25,Boerum Hill,10:00 PM–8:00 AM,22
229,Sutton Place/Turtle Bay North,25,Boerum Hill,11:00 AM–4:00 PM,44
229,Sutton Place/Turtle Bay North,25,Boerum Hill,8:00 AM–11:00 AM,47
229,Sutton Place/Turtle Bay North,25,Boerum Hill,4:00 PM–7:00 PM,48
229,Sutton Place/Turtle Bay North,25,Boerum Hill,10:00 PM–8:00 AM,39
229,Sutton Place/Turtle Bay North,25,Boerum Hill,7:00 PM–10:00 PM,37
230,Times Sq/Theatre District,25,Boerum Hill,4:00 PM–7:00 PM,44
230,Times Sq/Theatre District,25,Boerum Hill,11:00 AM–4:00 PM,53
230,Times Sq/Theatre District,25,Boerum Hill,10:00 PM–8:00 AM,45
230,Times Sq/Theatre District,25,Boerum Hill,7:00 PM–10:00 PM,56
231,TriBeCa/Civic Center,25,Boerum Hill,11:00 AM–4:00 PM,29
231,TriBeCa/Civic Center,25,Boerum Hill,8:00 AM–11:00 AM,23
231,TriBeCa/Civic Center,25,Boerum Hill,7:00 PM–10:00 PM,20
231,TriBeCa/Civic Center,25,Boerum Hill,10:00 PM–8:00 AM,24
231,TriBeCa/Civic Center,25,Boerum Hill,4:00 PM–7:00 PM,21
232,Two Bridges/Seward Park,25,Boerum Hill,8:00 AM–11:00 AM,26
232,Two Bridges/Seward Park,25,Boerum Hill,11:00 AM–4:00 PM,29
232,Two Bridges/Seward Park,25,Boerum Hill,4:00 PM–7:00 PM,23
232,Two Bridges/Seward Park,25,Boerum Hill,10:00 PM–8:00 AM,17
232,Two Bridges/Seward Park,25,Boerum Hill,7:00 PM–10:00 PM,22
233,UN/Turtle Bay South,25,Boerum Hill,11:00 AM–4:00 PM,35
233,UN/Turtle Bay South,25,Boerum Hill,4:00 PM–7:00 PM,36
233,UN/Turtle Bay South,25,Boerum Hill,10:00 PM–8:00 AM,33
233,UN/Turtle Bay South,25,Boerum Hill,7:00 PM–10:00 PM,33
234,Union Sq,25,Boerum Hill,8:00 AM–11:00 AM,36
234,Union Sq,25,Boerum Hill,7:00 PM–10:00 PM,31
234,Union Sq,25,Boerum Hill,10:00 PM–8:00 AM,30
234,Union Sq,25,Boerum Hill,4:00 PM–7:00 PM,32
234,Union Sq,25,Boerum Hill,11:00 AM–4:00 PM,35
237,Upper East Side South,25,Boerum Hill,4:00 PM–7:00 PM,54
237,Upper East Side South,25,Boerum Hill,7:00 PM–10:00 PM,44
237,Upper East Side South,25,Boerum Hill,8:00 AM–11:00 AM,33
238,Upper West Side North,25,Boerum Hill,7:00 PM–10:00 PM,66
239,Upper West Side South,25,Boerum Hill,4:00 PM–7:00 PM,68
239,Upper West Side South,25,Boerum Hill,8:00 AM–11:00 AM,50
246,West Chelsea/Hudson Yards,25,Boerum Hill,7:00 PM–10:00 PM,38
246,West Chelsea/Hudson Yards,25,Boerum Hill,4:00 PM–7:00 PM,33
246,West Chelsea/Hudson Yards,25,Boerum Hill,8:00 AM–11:00 AM,36
246,West Chelsea/Hudson Yards,25,Boerum Hill,10:00 PM–8:00 AM,35
246,West Chelsea/Hudson Yards,25,Boerum Hill,11:00 AM–4:00 PM,55
249,West Village,25,Boerum Hill,8:00 AM–11:00 AM,32
249,West Village,25,Boerum Hill,4:00 PM–7:00 PM,29
249,West Village,25,Boerum Hill,7:00 PM–10:00 PM,34
249,West Village,25,Boerum Hill,11:00 AM–4:00 PM,33
249,West Village,25,Boerum Hill,10:00 PM–8:00 AM,28
255,Williamsburg (North Side),25,Boerum Hill,4:00 PM–7:00 PM,28
255,Williamsburg (North Side),25,Boerum Hill,7:00 PM–10:00 PM,28
255,Williamsburg (North Side),25,Boerum Hill,10:00 PM–8:00 AM,27
255,Williamsburg (North Side),25,Boerum Hill,11:00 AM–4:00 PM,34
255,Williamsburg (North Side),25,Boerum Hill,8:00 AM–11:00 AM,30
256,Williamsburg (South Side),25,Boerum Hill,10:00 PM–8:00 AM,24
256,Williamsburg (South Side),25,Boerum Hill,4:00 PM–7:00 PM,26
256,Williamsburg (South Side),25,Boerum Hill,8:00 AM–11:00 AM,29
256,Williamsburg (South Side),25,Boerum Hill,11:00 AM–4:00 PM,25
256,Williamsburg (South Side),25,Boerum Hill,7:00 PM–10:00 PM,26
261,World Trade Center,25,Boerum Hill,7:00 PM–10:00 PM,20
261,World Trade Center,25,Boerum Hill,11:00 AM–4:00 PM,22
261,World Trade Center,25,Boerum Hill,8:00 AM–11:00 AM,26
261,World Trade Center,25,Boerum Hill,10:00 PM–8:00 AM,20
261,World Trade Center,25,Boerum Hill,4:00 PM–7:00 PM,21
262,Yorkville East,25,Boerum Hill,11:00 AM–4:00 PM,272
263,Yorkville West,25,Boerum Hill,11:00 AM–4:00 PM,54
4,Alphabet City,33,Brooklyn Heights,4:00 PM–7:00 PM,28
4,Alphabet City,33,Brooklyn Heights,10:00 PM–8:00 AM,26
4,Alphabet City,33,Brooklyn Heights,8:00 AM–11:00 AM,32
4,Alphabet City,33,Brooklyn Heights,11:00 AM–4:00 PM,31
12,Battery Park,33,Brooklyn Heights,11:00 AM–4:00 PM,51
12,Battery Park,33,Brooklyn Heights,4:00 PM–7:00 PM,34
13,Battery Park City,33,Brooklyn Heights,11:00 AM–4:00 PM,24
13,Battery Park City,33,Brooklyn Heights,10:00 PM–8:00 AM,28
13,Battery Park City,33,Brooklyn Heights,4:00 PM–7:00 PM,24
13,Battery Park City,33,Brooklyn Heights,7:00 PM–10:00 PM,20
13,Battery Park City,33,Brooklyn Heights,8:00 AM–11:00 AM,26
17,Bedford,33,Brooklyn Heights,11:00 AM–4:00 PM,24
17,Bedford,33,Brooklyn Heights,4:00 PM–7:00 PM,22
17,Bedford,33,Brooklyn Heights,10:00 PM–8:00 AM,19
17,Bedford,33,Brooklyn Heights,8:00 AM–11:00 AM,20
17,Bedford,33,Brooklyn Heights,7:00 PM–10:00 PM,20
25,Boerum Hill,33,Brooklyn Heights,4:00 PM–7:00 PM,8
25,Boerum Hill,33,Brooklyn Heights,10:00 PM–8:00 AM,6
25,Boerum Hill,33,Brooklyn Heights,11:00 AM–4:00 PM,8
25,Boerum Hill,33,Brooklyn Heights,7:00 PM–10:00 PM,7
25,Boerum Hill,33,Brooklyn Heights,8:00 AM–11:00 AM,7
33,Brooklyn Heights,33,Brooklyn Heights,7:00 PM–10:00 PM,6
33,Brooklyn Heights,33,Brooklyn Heights,11:00 AM–4:00 PM,7
33,Brooklyn Heights,33,Brooklyn Heights,4:00 PM–7:00 PM,6
33,Brooklyn Heights,33,Brooklyn Heights,10:00 PM–8:00 AM,5
33,Brooklyn Heights,33,Brooklyn Heights,8:00 AM–11:00 AM,9
34,Brooklyn Navy Yard,33,Brooklyn Heights,11:00 AM–4:00 PM,19
34,Brooklyn Navy Yard,33,Brooklyn Heights,8:00 AM–11:00 AM,24
34,Brooklyn Navy Yard,33,Brooklyn Heights,4:00 PM–7:00 PM,20
34,Brooklyn Navy Yard,33,Brooklyn Heights,10:00 PM–8:00 AM,16
34,Brooklyn Navy Yard,33,Brooklyn Heights,7:00 PM–10:00 PM,16
37,Bushwick South,33,Brooklyn Heights,10:00 PM–8:00 AM,24
37,Bushwick South,33,Brooklyn Heights,11:00 AM–4:00 PM,30
37,Bushwick South,33,Brooklyn Heights,4:00 PM–7:00 PM,27
37,Bushwick South,33,Brooklyn Heights,8:00 AM–11:00 AM,72
40,Carroll Gardens,33,Brooklyn Heights,10:00 PM–8:00 AM,8
40,Carroll Gardens,33,Brooklyn Heights,8:00 AM–11:00 AM,9
40,Carroll Gardens,33,Brooklyn Heights,7:00 PM–10:00 PM,9
40,Carroll Gardens,33,Brooklyn Heights,4:00 PM–7:00 PM,9
40,Carroll Gardens,33,Brooklyn Heights,11:00 AM–4:00 PM,10
41,Central Harlem,33,Brooklyn Heights,4:00 PM–7:00 PM,64
43,Central Park,33,Brooklyn Heights,11:00 AM–4:00 PM,112
43,Central Park,33,Brooklyn Heights,7:00 PM–10:00 PM,40
43,Central Park,33,Brooklyn Heights,4:00 PM–7:00 PM,133
45,Chinatown,33,Brooklyn Heights,4:00 PM–7:00 PM,21
45,Chinatown,33,Brooklyn Heights,8:00 AM–11:00 AM,16
45,Chinatown,33,Brooklyn Heights,7:00 PM–10:00 PM,22
45,Chinatown,33,Brooklyn Heights,11:00 AM–4:00 PM,19
48,Clinton East,33,Brooklyn Heights,8:00 AM–11:00 AM,58
48,Clinton East,33,Brooklyn Heights,7:00 PM–10:00 PM,39
48,Clinton East,33,Brooklyn Heights,4:00 PM–7:00 PM,41
49,Clinton Hill,33,Brooklyn Heights,11:00 AM–4:00 PM,16
49,Clinton Hill,33,Brooklyn Heights,8:00 AM–11:00 AM,16
49,Clinton Hill,33,Brooklyn Heights,4:00 PM–7:00 PM,17
49,Clinton Hill,33,Brooklyn Heights,7:00 PM–10:00 PM,15
49,Clinton Hill,33,Brooklyn Heights,10:00 PM–8:00 AM,15
50,Clinton West,33,Brooklyn Heights,7:00 PM–10:00 PM,33
50,Clinton West,33,Brooklyn Heights,4:00 PM–7:00 PM,37
52,Cobble Hill,33,Brooklyn Heights,7:00 PM–10:00 PM,6
52,Cobble Hill,33,Brooklyn Heights,10:00 PM–8:00 AM,5
52,Cobble Hill,33,Brooklyn Heights,11:00 AM–4:00 PM,7
52,Cobble Hill,33,Brooklyn Heights,8:00 AM–11:00 AM,6
52,Cobble Hill,33,Brooklyn Heights,4:00 PM–7:00 PM,6
54,Columbia Street,33,Brooklyn Heights,10:00 PM–8:00 AM,8
54,Columbia Street,33,Brooklyn Heights,7:00 PM–10:00 PM,10
54,Columbia Street,33,Brooklyn Heights,8:00 AM–11:00 AM,9
54,Columbia Street,33,Brooklyn Heights,11:00 AM–4:00 PM,10
54,Columbia Street,33,Brooklyn Heights,4:00 PM–7:00 PM,11
61,Crown Heights North,33,Brooklyn Heights,7:00 PM–10:00 PM,22
61,Crown Heights North,33,Brooklyn Heights,4:00 PM–7:00 PM,20
61,Crown Heights North,33,Brooklyn Heights,8:00 AM–11:00 AM,21
61,Crown Heights North,33,Brooklyn Heights,10:00 PM–8:00 AM,20
61,Crown Heights North,33,Brooklyn Heights,11:00 AM–4:00 PM,23
62,Crown Heights South,33,Brooklyn Heights,4:00 PM–7:00 PM,26
62,Crown Heights South,33,Brooklyn Heights,11:00 AM–4:00 PM,25
62,Crown Heights South,33,Brooklyn Heights,10:00 PM–8:00 AM,19
62,Crown Heights South,33,Brooklyn Heights,8:00 AM–11:00 AM,19
62,Crown Heights South,33,Brooklyn Heights,7:00 PM–10:00 PM,24
65,Downtown Brooklyn/MetroTech,33,Brooklyn Heights,11:00 AM–4:00 PM,9
65,Downtown Brooklyn/MetroTech,33,Brooklyn Heights,7:00 PM–10:00 PM,6
65,Downtown Brooklyn/MetroTech,33,Brooklyn Heights,4:00 PM–7:00 PM,7
65,Downtown Brooklyn/MetroTech,33,Brooklyn Heights,8:00 AM–11:00 AM,6
65,Downtown Brooklyn/MetroTech,33,Brooklyn Heights,10:00 PM–8:00 AM,9
66,DUMBO/Vinegar Hill,33,Brooklyn Heights,7:00 PM–10:00 PM,9
66,DUMBO/Vinegar Hill,33,Brooklyn Heights,11:00 AM–4:00 PM,13
66,DUMBO/Vinegar Hill,33,Brooklyn Heights,4:00 PM–7:00 PM,11
66,DUMBO/Vinegar Hill,33,Brooklyn Heights,10:00 PM–8:00 AM,11
66,DUMBO/Vinegar Hill,33,Brooklyn Heights,8:00 AM–11:00 AM,10
68,East Chelsea,33,Brooklyn Heights,4:00 PM–7:00 PM,36
68,East Chelsea,33,Brooklyn Heights,11:00 AM–4:00 PM,65
68,East Chelsea,33,Brooklyn Heights,10:00 PM–8:00 AM,30
68,East Chelsea,33,Brooklyn Heights,7:00 PM–10:00 PM,33
68,East Chelsea,33,Brooklyn Heights,8:00 AM–11:00 AM,42
74,East Harlem North,33,Brooklyn Heights,4:00 PM–7:00 PM,49
75,East Harlem South,33,Brooklyn Heights,4:00 PM–7:00 PM,104
79,East Village,33,Brooklyn Heights,10:00 PM–8:00 AM,34
79,East Village,33,Brooklyn Heights,4:00 PM–7:00 PM,26
79,East Village,33,Brooklyn Heights,11:00 AM–4:00 PM,30
79,East Village,33,Brooklyn Heights,8:00 AM–11:00 AM,22
79,East Village,33,Brooklyn Heights,7:00 PM–10:00 PM,24
80,East Williamsburg,33,Brooklyn Heights,11:00 AM–4:00 PM,31
80,East Williamsburg,33,Brooklyn Heights,8:00 AM–11:00 AM,30
80,East Williamsburg,33,Brooklyn Heights,10:00 PM–8:00 AM,29
80,East Williamsburg,33,Brooklyn Heights,7:00 PM–10:00 PM,34
80,East Williamsburg,33,Brooklyn Heights,4:00 PM–7:00 PM,34
87,Financial District North,33,Brooklyn Heights,8:00 AM–11:00 AM,22
87,Financial District North,33,Brooklyn Heights,10:00 PM–8:00 AM,34
87,Financial District North,33,Brooklyn Heights,11:00 AM–4:00 PM,31
87,Financial District North,33,Brooklyn Heights,4:00 PM–7:00 PM,19
87,Financial District North,33,Brooklyn Heights,7:00 PM–10:00 PM,18
88,Financial District South,33,Brooklyn Heights,10:00 PM–8:00 AM,23
88,Financial District South,33,Brooklyn Heights,11:00 AM–4:00 PM,35
88,Financial District South,33,Brooklyn Heights,8:00 AM–11:00 AM,39
88,Financial District South,33,Brooklyn Heights,7:00 PM–10:00 PM,28
88,Financial District South,33,Brooklyn Heights,4:00 PM–7:00 PM,28
90,Flatiron,33,Brooklyn Heights,4:00 PM–7:00 PM,33
90,Flatiron,33,Brooklyn Heights,11:00 AM–4:00 PM,35
90,Flatiron,33,Brooklyn Heights,7:00 PM–10:00 PM,33
97,Fort Greene,33,Brooklyn Heights,7:00 PM–10:00 PM,12
97,Fort Greene,33,Brooklyn Heights,8:00 AM–11:00 AM,12
97,Fort Greene,33,Brooklyn Heights,10:00 PM–8:00 AM,10
97,Fort Greene,33,Brooklyn Heights,11:00 AM–4:00 PM,14
97,Fort Greene,33,Brooklyn Heights,4:00 PM–7:00 PM,12
100,Garment District,33,Brooklyn Heights,11:00 AM–4:00 PM,65
100,Garment District,33,Brooklyn Heights,4:00 PM–7:00 PM,36
100,Garment District,33,Brooklyn Heights,7:00 PM–10:00 PM,37
100,Garment District,33,Brooklyn Heights,10:00 PM–8:00 AM,73
100,Garment District,33,Brooklyn Heights,8:00 AM–11:00 AM,49
106,Gowanus,33,Brooklyn Heights,8:00 AM–11:00 AM,14
106,Gowanus,33,Brooklyn Heights,10:00 PM–8:00 AM,12
106,Gowanus,33,Brooklyn Heights,11:00 AM–4:00 PM,15
106,Gowanus,33,Brooklyn Heights,7:00 PM–10:00 PM,13
106,Gowanus,33,Brooklyn Heights,4:00 PM–7:00 PM,14
107,Gramercy,33,Brooklyn Heights,8:00 AM–11:00 AM,39
107,Gramercy,33,Brooklyn Heights,7:00 PM–10:00 PM,28
107,Gramercy,33,Brooklyn Heights,11:00 AM–4:00 PM,32
107,Gramercy,33,Brooklyn Heights,10:00 PM–8:00 AM,34
107,Gramercy,33,Brooklyn Heights,4:00 PM–7:00 PM,32
112,Greenpoint,33,Brooklyn Heights,7:00 PM–10:00 PM,33
112,Greenpoint,33,Brooklyn Heights,4:00 PM–7:00 PM,35
112,Greenpoint,33,Brooklyn Heights,10:00 PM–8:00 AM,33
112,Greenpoint,33,Brooklyn Heights,8:00 AM–11:00 AM,33
112,Greenpoint,33,Brooklyn Heights,11:00 AM–4:00 PM,34
113,Greenwich Village North,33,Brooklyn Heights,4:00 PM–7:00 PM,28
113,Greenwich Village North,33,Brooklyn Heights,10:00 PM–8:00 AM,24
113,Greenwich Village North,33,Brooklyn Heights,11:00 AM–4:00 PM,27
113,Greenwich Village North,33,Brooklyn Heights,7:00 PM–10:00 PM,29
113,Greenwich Village North,33,Brooklyn Heights,8:00 AM–11:00 AM,21
114,Greenwich Village South,33,Brooklyn Heights,8:00 AM–11:00 AM,26
114,Greenwich Village South,33,Brooklyn Heights,11:00 AM–4:00 PM,28
114,Greenwich Village South,33,Brooklyn Heights,10:00 PM–8:00 AM,38
114,Greenwich Village South,33,Brooklyn Heights,7:00 PM–10:00 PM,27
114,Greenwich Village South,33,Brooklyn Heights,4:00 PM–7:00 PM,28
125,Hudson Sq,33,Brooklyn Heights,7:00 PM–10:00 PM,25
125,Hudson Sq,33,Brooklyn Heights,10:00 PM–8:00 AM,18
125,Hudson Sq,33,Brooklyn Heights,8:00 AM–11:00 AM,31
125,Hudson Sq,33,Brooklyn Heights,11:00 AM–4:00 PM,32
125,Hudson Sq,33,Brooklyn Heights,4:00 PM–7:00 PM,25
137,Kips Bay,33,Brooklyn Heights,8:00 AM–11:00 AM,31
137,Kips Bay,33,Brooklyn Heights,7:00 PM–10:00 PM,33
137,Kips Bay,33,Brooklyn Heights,11:00 AM–4:00 PM,33
137,Kips Bay,33,Brooklyn Heights,4:00 PM–7:00 PM,35
140,Lenox Hill East,33,Brooklyn Heights,8:00 AM–11:00 AM,28
140,Lenox Hill East,33,Brooklyn Heights,4:00 PM–7:00 PM,32
140,Lenox Hill East,33,Brooklyn Heights,11:00 AM–4:00 PM,31
140,Lenox Hill East,33,Brooklyn Heights,7:00 PM–10:00 PM,61
141,Lenox Hill West,33,Brooklyn Heights,11:00 AM–4:00 PM,32
141,Lenox Hill West,33,Brooklyn Heights,4:00 PM–7:00 PM,32
141,Lenox Hill West,33,Brooklyn Heights,7:00 PM–10:00 PM,35
141,Lenox Hill West,33,Brooklyn Heights,10:00 PM–8:00 AM,36
142,Lincoln Square East,33,Brooklyn Heights,4:00 PM–7:00 PM,55
142,Lincoln Square East,33,Brooklyn Heights,11:00 AM–4:00 PM,50
142,Lincoln Square East,33,Brooklyn Heights,7:00 PM–10:00 PM,63
143,Lincoln Square West,33,Brooklyn Heights,10:00 PM–8:00 AM,55
143,Lincoln Square West,33,Brooklyn Heights,4:00 PM–7:00 PM,50
143,Lincoln Square West,33,Brooklyn Heights,7:00 PM–10:00 PM,41
144,Little Italy/NoLiTa,33,Brooklyn Heights,10:00 PM–8:00 AM,22
144,Little Italy/NoLiTa,33,Brooklyn Heights,11:00 AM–4:00 PM,33
144,Little Italy/NoLiTa,33,Brooklyn Heights,4:00 PM–7:00 PM,26
144,Little Italy/NoLiTa,33,Brooklyn Heights,7:00 PM–10:00 PM,22
144,Little Italy/NoLiTa,33,Brooklyn Heights,8:00 AM–11:00 AM,23
145,Long Island City/Hunters Point,33,Brooklyn Heights,4:00 PM–7:00 PM,35
145,Long Island City/Hunters Point,33,Brooklyn Heights,10:00 PM–8:00 AM,53
145,Long Island City/Hunters Point,33,Brooklyn Heights,11:00 AM–4:00 PM,40
145,Long Island City/Hunters Point,33,Brooklyn Heights,8:00 AM–11:00 AM,38
145,Long Island City/Hunters Point,33,Brooklyn Heights,7:00 PM–10:00 PM,39
146,Long Island City/Queens Plaza,33,Brooklyn Heights,11:00 AM–4:00 PM,36
146,Long Island City/Queens Plaza,33,Brooklyn Heights,4:00 PM–7:00 PM,40
148,Lower East Side,33,Brooklyn Heights,7:00 PM–10:00 PM,20
148,Lower East Side,33,Brooklyn Heights,4:00 PM–7:00 PM,23
