start_zone,end_zone,time_bucket,taxi_win_rate,taxi_median,citi_median,end_taxi_zone_id
Brooklyn Heights,Clinton Hill,4:00 PM–7:00 PM,0.5657,844,893,49
Brooklyn Heights,Clinton Hill,7:00 PM–10:00 PM,0.783,699,930,49
Brooklyn Heights,Clinton Hill,11:00 AM–4:00 PM,0.5354,906,916.5,49
Brooklyn Heights,Clinton Hill,8:00 AM–11:00 AM,0.4979,836,816,49
Brooklyn Heights,Clinton Hill,10:00 PM–8:00 AM,0.7754,646,893.5,49
Brooklyn Heights,Clinton West,8:00 AM–11:00 AM,0.4041,2094,1900,50
Brooklyn Heights,Clinton West,10:00 PM–8:00 AM,0.8593,1451,1777,50
Brooklyn Heights,Cobble Hill,4:00 PM–7:00 PM,0.6438,307,372,52
Brooklyn Heights,Cobble Hill,7:00 PM–10:00 PM,0.73740000000000006,257,359,52
Brooklyn Heights,Cobble Hill,11:00 AM–4:00 PM,0.5506,329,367.5,52
Brooklyn Heights,Cobble Hill,8:00 AM–11:00 AM,0.5901,315,366.5,52
Brooklyn Heights,Cobble Hill,10:00 PM–8:00 AM,0.777,228,342.5,52
Brooklyn Heights,Columbia Street,4:00 PM–7:00 PM,0.5099,393,401,54
Brooklyn Heights,Columbia Street,7:00 PM–10:00 PM,0.616,329,378,54
Brooklyn Heights,Columbia Street,11:00 AM–4:00 PM,0.4954,430,414.5,54
Brooklyn Heights,Columbia Street,8:00 AM–11:00 AM,0.5076,421.5,410,54
Brooklyn Heights,Columbia Street,10:00 PM–8:00 AM,0.67490000000000006,292.5,361,54
Brooklyn Heights,Crown Heights North,4:00 PM–7:00 PM,0.7532,1349,1647,61
Brooklyn Heights,Crown Heights North,7:00 PM–10:00 PM,0.9102,1016,1593,61
Brooklyn Heights,Crown Heights North,11:00 AM–4:00 PM,0.73,1397.5,1682.5,61
Brooklyn Heights,Crown Heights North,8:00 AM–11:00 AM,0.7671,1219,1516,61
Brooklyn Heights,Crown Heights North,10:00 PM–8:00 AM,0.9424,890,1442,61
Brooklyn Heights,Downtown Brooklyn/MetroTech,4:00 PM–7:00 PM,0.4059,392,338,65
Brooklyn Heights,Downtown Brooklyn/MetroTech,7:00 PM–10:00 PM,0.4568,369,338.5,65
Brooklyn Heights,Downtown Brooklyn/MetroTech,11:00 AM–4:00 PM,0.383,430,351,65
Brooklyn Heights,Downtown Brooklyn/MetroTech,8:00 AM–11:00 AM,0.3668,398,329,65
Brooklyn Heights,Downtown Brooklyn/MetroTech,10:00 PM–8:00 AM,0.4427,340,314.5,65
Brooklyn Heights,DUMBO/Vinegar Hill,4:00 PM–7:00 PM,0.422,364,315,66
Brooklyn Heights,DUMBO/Vinegar Hill,7:00 PM–10:00 PM,0.476,332,310,66
Brooklyn Heights,DUMBO/Vinegar Hill,11:00 AM–4:00 PM,0.4894,385,385,66
Brooklyn Heights,DUMBO/Vinegar Hill,8:00 AM–11:00 AM,0.4869,360,350,66
Brooklyn Heights,DUMBO/Vinegar Hill,10:00 PM–8:00 AM,0.4443,330.5,303,66
Brooklyn Heights,East Chelsea,4:00 PM–7:00 PM,0.6622,1771,2062,68
Brooklyn Heights,East Chelsea,7:00 PM–10:00 PM,0.8709,1369.5,1897,68
Brooklyn Heights,East Chelsea,11:00 AM–4:00 PM,0.5666,1709.5,1882,68
Brooklyn Heights,East Chelsea,8:00 AM–11:00 AM,0.57,1771,1907,68
Brooklyn Heights,East Chelsea,10:00 PM–8:00 AM,0.9286,1237,1891,68
Brooklyn Heights,East Village,4:00 PM–7:00 PM,0.8172,1069,1380,79
Brooklyn Heights,East Village,7:00 PM–10:00 PM,0.8316,992,1381.5,79
Brooklyn Heights,East Village,11:00 AM–4:00 PM,0.7567,1114,1378,79
Brooklyn Heights,East Village,8:00 AM–11:00 AM,0.7028,1236,1416,79
Brooklyn Heights,East Village,10:00 PM–8:00 AM,0.8946,876,1381.5,79
Brooklyn Heights,East Williamsburg,4:00 PM–7:00 PM,0.7872,1290.5,1713,80
Brooklyn Heights,East Williamsburg,7:00 PM–10:00 PM,0.9835,778,1806.5,80
Brooklyn Heights,East Williamsburg,11:00 AM–4:00 PM,0.7579,1354,1782,80
Brooklyn Heights,East Williamsburg,8:00 AM–11:00 AM,0.8751,1092,1686,80
Brooklyn Heights,East Williamsburg,10:00 PM–8:00 AM,0.9798,726,1743,80
Brooklyn Heights,Financial District North,4:00 PM–7:00 PM,0.7415,853.5,1029,87
Brooklyn Heights,Financial District North,7:00 PM–10:00 PM,0.9063,683,983.5,87
Brooklyn Heights,Financial District North,11:00 AM–4:00 PM,0.7915,795,1055,87
Brooklyn Heights,Financial District North,8:00 AM–11:00 AM,0.6269,856,957,87
Brooklyn Heights,Financial District North,10:00 PM–8:00 AM,0.9014,640,958,87
Brooklyn Heights,Financial District South,4:00 PM–7:00 PM,0.9414,806,1361.5,88
Brooklyn Heights,Financial District South,7:00 PM–10:00 PM,0.9254,731,1059,88
Brooklyn Heights,Financial District South,11:00 AM–4:00 PM,0.9139,806,1591.5,88
Brooklyn Heights,Financial District South,8:00 AM–11:00 AM,0.8393,844,1354,88
Brooklyn Heights,Financial District South,10:00 PM–8:00 AM,0.9626,688,1387,88
Brooklyn Heights,Flatiron,4:00 PM–7:00 PM,0.7263,1704.5,2120,90
Brooklyn Heights,Flatiron,7:00 PM–10:00 PM,0.9373,1265,1907,90
Brooklyn Heights,Flatiron,11:00 AM–4:00 PM,0.7741,1608.5,2027,90
Brooklyn Heights,Flatiron,8:00 AM–11:00 AM,0.6112,1767,1860,90
Brooklyn Heights,Flatiron,10:00 PM–8:00 AM,0.9682,1100,1957,90
Brooklyn Heights,Fort Greene,4:00 PM–7:00 PM,0.4786,643.5,634,97
Brooklyn Heights,Fort Greene,7:00 PM–10:00 PM,0.6185,542,616,97
Brooklyn Heights,Fort Greene,11:00 AM–4:00 PM,0.43,684,625,97
Brooklyn Heights,Fort Greene,8:00 AM–11:00 AM,0.4888,650,642,97
Brooklyn Heights,Fort Greene,10:00 PM–8:00 AM,0.6882,484,613.5,97
Brooklyn Heights,Garment District,4:00 PM–7:00 PM,0.5174,2260,2317,100
Brooklyn Heights,Garment District,11:00 AM–4:00 PM,0.5795,2228,2333,100
Brooklyn Heights,Garment District,8:00 AM–11:00 AM,0.4558,2207,2145.5,100
Brooklyn Heights,Garment District,10:00 PM–8:00 AM,0.98,1243,2145,100
Brooklyn Heights,Gowanus,4:00 PM–7:00 PM,0.5836,701,773,106
Brooklyn Heights,Gowanus,7:00 PM–10:00 PM,0.625,601,710,106
Brooklyn Heights,Gowanus,11:00 AM–4:00 PM,0.4752,789,747,106
Brooklyn Heights,Gowanus,8:00 AM–11:00 AM,0.5776,758,804.5,106
Brooklyn Heights,Gowanus,10:00 PM–8:00 AM,0.5327,585,577.5,106
Brooklyn Heights,Gramercy,4:00 PM–7:00 PM,0.7876,1349,1661,107
Brooklyn Heights,Gramercy,7:00 PM–10:00 PM,0.719,1197,1366,107
Brooklyn Heights,Gramercy,11:00 AM–4:00 PM,0.8005,1396,1750.5,107
Brooklyn Heights,Gramercy,8:00 AM–11:00 AM,0.5778,1529.5,1629,107
Brooklyn Heights,Gramercy,10:00 PM–8:00 AM,0.9567,1045,1672,107
Brooklyn Heights,Greenpoint,4:00 PM–7:00 PM,0.8353,1369,1865.5,112
Brooklyn Heights,Greenpoint,7:00 PM–10:00 PM,0.9531,947.5,1751.5,112
Brooklyn Heights,Greenpoint,11:00 AM–4:00 PM,0.843,1425.5,1995,112
Brooklyn Heights,Greenpoint,8:00 AM–11:00 AM,0.8907,1193,1751,112
Brooklyn Heights,Greenpoint,10:00 PM–8:00 AM,0.951,882,1389,112
Brooklyn Heights,Greenwich Village North,4:00 PM–7:00 PM,0.7135,1277,1536,113
Brooklyn Heights,Greenwich Village North,7:00 PM–10:00 PM,0.8904,1108,1584.5,113
Brooklyn Heights,Greenwich Village North,11:00 AM–4:00 PM,0.705,1353,1579,113
Brooklyn Heights,Greenwich Village North,8:00 AM–11:00 AM,0.6092,1430.5,1502,113
Brooklyn Heights,Greenwich Village North,10:00 PM–8:00 AM,0.9472,956,1629.5,113
Brooklyn Heights,Greenwich Village South,4:00 PM–7:00 PM,0.7274,1172,1484,114
Brooklyn Heights,Greenwich Village South,7:00 PM–10:00 PM,0.8603,969,1403.5,114
Brooklyn Heights,Greenwich Village South,11:00 AM–4:00 PM,0.7197,1191,1398,114
Brooklyn Heights,Greenwich Village South,8:00 AM–11:00 AM,0.7656,1207,1451.5,114
Brooklyn Heights,Greenwich Village South,10:00 PM–8:00 AM,0.9234,841,1421,114
Brooklyn Heights,Hudson Sq,4:00 PM–7:00 PM,0.7083,1254,1529.5,125
Brooklyn Heights,Hudson Sq,7:00 PM–10:00 PM,0.8505,959,1369,125
Brooklyn Heights,Hudson Sq,11:00 AM–4:00 PM,0.6479,1162,1314,125
Brooklyn Heights,Hudson Sq,8:00 AM–11:00 AM,0.4972,1198,1200,125
Brooklyn Heights,Hudson Sq,10:00 PM–8:00 AM,0.8564,886,1218,125
Brooklyn Heights,Kips Bay,4:00 PM–7:00 PM,0.8085,1364,1809,137
Brooklyn Heights,Kips Bay,7:00 PM–10:00 PM,0.9663,1120,1857,137
Brooklyn Heights,Kips Bay,11:00 AM–4:00 PM,0.7857,1401.5,1742,137
Brooklyn Heights,Kips Bay,8:00 AM–11:00 AM,0.8389,1414,1871,137
Brooklyn Heights,Kips Bay,10:00 PM–8:00 AM,0.942,1073.5,1783,137
Brooklyn Heights,Lenox Hill East,11:00 AM–4:00 PM,0.6568,1674,1867,140
Brooklyn Heights,Lenox Hill East,8:00 AM–11:00 AM,0.5761,1702,1771,140
Brooklyn Heights,Lenox Hill East,10:00 PM–8:00 AM,0.7887,1369,1740,140
Brooklyn Heights,Lenox Hill West,4:00 PM–7:00 PM,0.8578,1784,2338,141
Brooklyn Heights,Lenox Hill West,11:00 AM–4:00 PM,0.8313,1919,2755.5,141
Brooklyn Heights,Lenox Hill West,8:00 AM–11:00 AM,0.8217,1892,2432,141
Brooklyn Heights,Lenox Hill West,10:00 PM–8:00 AM,0.946,1363.5,2403,141
Brooklyn Heights,Lincoln Square East,10:00 PM–8:00 AM,0.9611,1536,2563,142
Brooklyn Heights,Lincoln Square West,4:00 PM–7:00 PM,0.599,2421,2566.5,143
Brooklyn Heights,Lincoln Square West,7:00 PM–10:00 PM,0.7873,1808,2190,143
Brooklyn Heights,Little Italy/NoLiTa,4:00 PM–7:00 PM,0.7659,823,1106,144
Brooklyn Heights,Little Italy/NoLiTa,7:00 PM–10:00 PM,0.9248,713,1292.5,144
Brooklyn Heights,Little Italy/NoLiTa,11:00 AM–4:00 PM,0.806,947,1330.5,144
Brooklyn Heights,Little Italy/NoLiTa,8:00 AM–11:00 AM,0.5541,1029,1061,144
Brooklyn Heights,Little Italy/NoLiTa,10:00 PM–8:00 AM,0.9394,680,1112,144
Brooklyn Heights,Long Island City/Hunters Point,4:00 PM–7:00 PM,0.6706,1680,2075.5,145
Brooklyn Heights,Long Island City/Hunters Point,7:00 PM–10:00 PM,0.9826,1234.5,2187,145
Brooklyn Heights,Long Island City/Hunters Point,11:00 AM–4:00 PM,0.6629,1943,2015,145
Brooklyn Heights,Long Island City/Hunters Point,8:00 AM–11:00 AM,0.7878,1577,1894,145
Brooklyn Heights,Long Island City/Hunters Point,10:00 PM–8:00 AM,0.9414,1184,2037,145
Brooklyn Heights,Lower East Side,4:00 PM–7:00 PM,0.7923,774,1087.5,148
Brooklyn Heights,Lower East Side,7:00 PM–10:00 PM,0.8307,735,1051,148
Brooklyn Heights,Lower East Side,11:00 AM–4:00 PM,0.8457,737,1135.5,148
Brooklyn Heights,Lower East Side,8:00 AM–11:00 AM,0.7128,848.5,1020,148
Brooklyn Heights,Lower East Side,10:00 PM–8:00 AM,0.8453,677.5,1065,148
Brooklyn Heights,Meatpacking/West Village West,4:00 PM–7:00 PM,0.6826,1440,1607,158
Brooklyn Heights,Meatpacking/West Village West,7:00 PM–10:00 PM,0.9193,1140,1864.5,158
Brooklyn Heights,Meatpacking/West Village West,11:00 AM–4:00 PM,0.841,1427.5,1796,158
Brooklyn Heights,Meatpacking/West Village West,8:00 AM–11:00 AM,0.6716,1442,1616,158
Brooklyn Heights,Meatpacking/West Village West,10:00 PM–8:00 AM,0.9048,966,1531,158
Brooklyn Heights,Midtown Center,4:00 PM–7:00 PM,0.663,1899,2194,161
Brooklyn Heights,Midtown Center,11:00 AM–4:00 PM,0.7385,2065,2560,161
Brooklyn Heights,Midtown Center,8:00 AM–11:00 AM,0.6691,2014.5,2207,161
Brooklyn Heights,Midtown Center,10:00 PM–8:00 AM,0.9469,1396,2083,161
Brooklyn Heights,Midtown East,8:00 AM–11:00 AM,0.8243,1780,2211,162
Brooklyn Heights,Midtown East,10:00 PM–8:00 AM,0.962,1329,2191.5,162
Brooklyn Heights,Midtown North,4:00 PM–7:00 PM,0.5466,2340,2534,163
Brooklyn Heights,Midtown North,11:00 AM–4:00 PM,0.6133,2343,2672,163
Brooklyn Heights,Midtown North,8:00 AM–11:00 AM,0.7178,2165,2413,163
Brooklyn Heights,Midtown North,10:00 PM–8:00 AM,0.9753,1525,2810,163
Brooklyn Heights,Midtown South,4:00 PM–7:00 PM,0.612,1847,2028,164
Brooklyn Heights,Midtown South,11:00 AM–4:00 PM,0.4103,1944,1794,164
Brooklyn Heights,Midtown South,8:00 AM–11:00 AM,0.626,1858.5,2042,164
Brooklyn Heights,Midtown South,10:00 PM–8:00 AM,0.9428,1341,2019,164
Brooklyn Heights,Murray Hill,4:00 PM–7:00 PM,0.7643,1577,2072,170
Brooklyn Heights,Murray Hill,7:00 PM–10:00 PM,0.9353,1239,2032,170
Brooklyn Heights,Murray Hill,11:00 AM–4:00 PM,0.7989,1574.5,2193.5,170
Brooklyn Heights,Murray Hill,8:00 AM–11:00 AM,0.6609,1669,1844,170
Brooklyn Heights,Murray Hill,10:00 PM–8:00 AM,0.9048,1250,1706.5,170
Brooklyn Heights,Park Slope,4:00 PM–7:00 PM,0.51,917,931.5,181
Brooklyn Heights,Park Slope,7:00 PM–10:00 PM,0.6233,764,874.5,181
Brooklyn Heights,Park Slope,11:00 AM–4:00 PM,0.5075,989,1027,181
Brooklyn Heights,Park Slope,8:00 AM–11:00 AM,0.4391,944,892.5,181
Brooklyn Heights,Park Slope,10:00 PM–8:00 AM,0.4587,691.5,657,181
Brooklyn Heights,Penn Station/Madison Sq West,4:00 PM–7:00 PM,0.504,1935.5,1959,186
Brooklyn Heights,Penn Station/Madison Sq West,7:00 PM–10:00 PM,0.8973,1553,2153,186
Brooklyn Heights,Penn Station/Madison Sq West,11:00 AM–4:00 PM,0.286,2156.5,1757,186
Brooklyn Heights,Penn Station/Madison Sq West,8:00 AM–11:00 AM,0.5889,2091.5,2178.5,186
Brooklyn Heights,Penn Station/Madison Sq West,10:00 PM–8:00 AM,0.9846,1147,2256,186
Brooklyn Heights,Prospect Heights,4:00 PM–7:00 PM,0.3726,1005,865.5,189
Brooklyn Heights,Prospect Heights,7:00 PM–10:00 PM,0.605,765.5,837.5,189
Brooklyn Heights,Prospect Heights,11:00 AM–4:00 PM,0.4501,989,922.5,189
Brooklyn Heights,Prospect Heights,8:00 AM–11:00 AM,0.5197,875,899,189
Brooklyn Heights,Prospect Heights,10:00 PM–8:00 AM,0.663,675.5,755,189
Brooklyn Heights,Prospect Park,4:00 PM–7:00 PM,0.5634,1417,1453,190
Brooklyn Heights,Prospect Park,7:00 PM–10:00 PM,0.9082,911,1350,190
Brooklyn Heights,Prospect Park,11:00 AM–4:00 PM,0.7133,1296,1511.5,190
Brooklyn Heights,Prospect Park,8:00 AM–11:00 AM,0.8475,1147.5,1641,190
Brooklyn Heights,Prospect Park,10:00 PM–8:00 AM,0.9665,839,1726,190
Brooklyn Heights,Red Hook,4:00 PM–7:00 PM,0.7446,615,754.5,195
Brooklyn Heights,Red Hook,7:00 PM–10:00 PM,0.8769,514,758,195
Brooklyn Heights,Red Hook,11:00 AM–4:00 PM,0.7377,665,842,195
Brooklyn Heights,Red Hook,8:00 AM–11:00 AM,0.8149,611,805,195
Brooklyn Heights,Red Hook,10:00 PM–8:00 AM,0.8721,460,680.5,195
Brooklyn Heights,Seaport,4:00 PM–7:00 PM,0.8474,695,1061,209
Brooklyn Heights,Seaport,7:00 PM–10:00 PM,0.9355,621.5,1316,209
Brooklyn Heights,Seaport,11:00 AM–4:00 PM,0.7395,678,855.5,209
Brooklyn Heights,Seaport,8:00 AM–11:00 AM,0.6605,709,833,209
Brooklyn Heights,Seaport,10:00 PM–8:00 AM,0.8836,579,919.5,209
Brooklyn Heights,SoHo,4:00 PM–7:00 PM,0.6981,1082.5,1245.5,211
Brooklyn Heights,SoHo,7:00 PM–10:00 PM,0.8638,873,1307,211
Brooklyn Heights,SoHo,11:00 AM–4:00 PM,0.756,1094,1341,211
Brooklyn Heights,SoHo,8:00 AM–11:00 AM,0.5132,1135.5,1093,211
Brooklyn Heights,SoHo,10:00 PM–8:00 AM,0.9005,788,1136,211
Brooklyn Heights,South Williamsburg,4:00 PM–7:00 PM,0.7694,1066,1440.5,217
Brooklyn Heights,South Williamsburg,7:00 PM–10:00 PM,0.9487,838,1787.5,217
Brooklyn Heights,South Williamsburg,11:00 AM–4:00 PM,0.5658,1129,1197,217
Brooklyn Heights,South Williamsburg,8:00 AM–11:00 AM,0.7805,1057,1706,217
Brooklyn Heights,South Williamsburg,10:00 PM–8:00 AM,0.8814,715,1057,217
Brooklyn Heights,Stuy Town/Peter Cooper Village,4:00 PM–7:00 PM,0.8535,1065.5,1567,224
Brooklyn Heights,Stuy Town/Peter Cooper Village,7:00 PM–10:00 PM,0.9754,896,1670,224
Brooklyn Heights,Stuy Town/Peter Cooper Village,11:00 AM–4:00 PM,0.9043,1113,1672.5,224
Brooklyn Heights,Stuy Town/Peter Cooper Village,8:00 AM–11:00 AM,0.858,1245,1609,224
Brooklyn Heights,Stuy Town/Peter Cooper Village,10:00 PM–8:00 AM,0.9331,900,1817,224
Brooklyn Heights,Stuyvesant Heights,4:00 PM–7:00 PM,0.5774,1469,1568,225
Brooklyn Heights,Stuyvesant Heights,7:00 PM–10:00 PM,0.771,1247,1525,225
Brooklyn Heights,Stuyvesant Heights,11:00 AM–4:00 PM,0.5545,1546.5,1605,225
Brooklyn Heights,Stuyvesant Heights,8:00 AM–11:00 AM,0.5463,1457,1551,225
Brooklyn Heights,Stuyvesant Heights,10:00 PM–8:00 AM,0.7987,1096,1386,225
Brooklyn Heights,Sunset Park West,8:00 AM–11:00 AM,0.9419,870,1796,228
Brooklyn Heights,Sutton Place/Turtle Bay North,4:00 PM–7:00 PM,0.7662,1601,2092,229
Brooklyn Heights,Sutton Place/Turtle Bay North,11:00 AM–4:00 PM,0.8029,1624,2173,229
Brooklyn Heights,Sutton Place/Turtle Bay North,8:00 AM–11:00 AM,0.8681,1731,2313,229
Brooklyn Heights,Times Sq/Theatre District,11:00 AM–4:00 PM,0.6444,2360,2784,230
Brooklyn Heights,Times Sq/Theatre District,8:00 AM–11:00 AM,0.5186,2270,2281,230
Brooklyn Heights,Times Sq/Theatre District,10:00 PM–8:00 AM,0.9786,1336,2342,230
Brooklyn Heights,TriBeCa/Civic Center,4:00 PM–7:00 PM,0.6013,874,967,231
Brooklyn Heights,TriBeCa/Civic Center,7:00 PM–10:00 PM,0.7486,718,963,231
Brooklyn Heights,TriBeCa/Civic Center,11:00 AM–4:00 PM,0.7152,815,992,231
Brooklyn Heights,TriBeCa/Civic Center,8:00 AM–11:00 AM,0.4341,897,829.5,231
Brooklyn Heights,TriBeCa/Civic Center,10:00 PM–8:00 AM,0.7224,688,825,231
Brooklyn Heights,Two Bridges/Seward Park,4:00 PM–7:00 PM,0.935,916,1524,232
Brooklyn Heights,Two Bridges/Seward Park,7:00 PM–10:00 PM,0.8662,802,1124,232
Brooklyn Heights,Two Bridges/Seward Park,11:00 AM–4:00 PM,0.8164,915.5,1476.5,232
Brooklyn Heights,Two Bridges/Seward Park,8:00 AM–11:00 AM,0.5513,954,920.5,232
Brooklyn Heights,Two Bridges/Seward Park,10:00 PM–8:00 AM,0.7626,769,960,232
Brooklyn Heights,UN/Turtle Bay South,4:00 PM–7:00 PM,0.767,1394,1950,233
Brooklyn Heights,UN/Turtle Bay South,7:00 PM–10:00 PM,0.9626,1062,2094.5,233
Brooklyn Heights,UN/Turtle Bay South,11:00 AM–4:00 PM,0.9267,1309,2206,233
Brooklyn Heights,UN/Turtle Bay South,8:00 AM–11:00 AM,0.92490000000000006,1431,2084,233
Brooklyn Heights,UN/Turtle Bay South,10:00 PM–8:00 AM,0.974,1115,2214.5,233
Brooklyn Heights,Union Sq,4:00 PM–7:00 PM,0.6371,1620,1834,234
Brooklyn Heights,Union Sq,7:00 PM–10:00 PM,0.7046,1399.5,1632,234
Brooklyn Heights,Union Sq,11:00 AM–4:00 PM,0.5157,1625.5,1674,234
Brooklyn Heights,Union Sq,8:00 AM–11:00 AM,0.6225,1682,1857,234
Brooklyn Heights,Union Sq,10:00 PM–8:00 AM,0.9156,1121.5,1799,234
Brooklyn Heights,Upper East Side South,8:00 AM–11:00 AM,0.8879,2035,2788,237
Brooklyn Heights,Upper West Side South,4:00 PM–7:00 PM,0.5631,2400.5,2484,239
Brooklyn Heights,Upper West Side South,11:00 AM–4:00 PM,0.3069,2653,2299.5,239
Brooklyn Heights,Upper West Side South,8:00 AM–11:00 AM,0.3923,2450,2302,239
Brooklyn Heights,West Chelsea/Hudson Yards,4:00 PM–7:00 PM,0.7388,1741.5,2187,246
Brooklyn Heights,West Chelsea/Hudson Yards,7:00 PM–10:00 PM,0.906,1340,2085,246
Brooklyn Heights,West Chelsea/Hudson Yards,11:00 AM–4:00 PM,0.7512,1738.5,2251,246
Brooklyn Heights,West Chelsea/Hudson Yards,8:00 AM–11:00 AM,0.7206,1618.5,1850,246
Brooklyn Heights,West Chelsea/Hudson Yards,10:00 PM–8:00 AM,0.9607,1322,2151,246
Brooklyn Heights,West Village,4:00 PM–7:00 PM,0.7347,1403.5,1777,249
Brooklyn Heights,West Village,7:00 PM–10:00 PM,0.9154,1107,1736,249
Brooklyn Heights,West Village,11:00 AM–4:00 PM,0.7511,1365,1638,249
Brooklyn Heights,West Village,8:00 AM–11:00 AM,0.6737,1481.5,1629,249
Brooklyn Heights,West Village,10:00 PM–8:00 AM,0.9463,961,1631,249
Brooklyn Heights,Williamsburg (North Side),4:00 PM–7:00 PM,0.7266,1207,1468,255
Brooklyn Heights,Williamsburg (North Side),7:00 PM–10:00 PM,0.9553,911,1562.5,255
Brooklyn Heights,Williamsburg (North Side),11:00 AM–4:00 PM,0.7792,1274,1653,255
Brooklyn Heights,Williamsburg (North Side),8:00 AM–11:00 AM,0.8267,1074,1571.5,255
Brooklyn Heights,Williamsburg (North Side),10:00 PM–8:00 AM,0.9689,786,1494,255
Brooklyn Heights,Williamsburg (South Side),4:00 PM–7:00 PM,0.8007,1120,1515.5,256
Brooklyn Heights,Williamsburg (South Side),7:00 PM–10:00 PM,0.9224,827,1466,256
Brooklyn Heights,Williamsburg (South Side),11:00 AM–4:00 PM,0.6817,1254.5,1465,256
Brooklyn Heights,Williamsburg (South Side),8:00 AM–11:00 AM,0.7767,1036,1315,256
Brooklyn Heights,Williamsburg (South Side),10:00 PM–8:00 AM,0.9767,720,1347,256
Brooklyn Heights,World Trade Center,4:00 PM–7:00 PM,0.5654,841,863.5,261
Brooklyn Heights,World Trade Center,7:00 PM–10:00 PM,0.7648,777,1016,261
Brooklyn Heights,World Trade Center,11:00 AM–4:00 PM,0.6585,840,946,261
Brooklyn Heights,World Trade Center,8:00 AM–11:00 AM,0.5416,862.5,862,261
Brooklyn Heights,World Trade Center,10:00 PM–8:00 AM,0.7998,681,906,261
Brooklyn Heights,Yorkville West,4:00 PM–7:00 PM,0.7993,2008,2764.5,263
Brooklyn Navy Yard,Alphabet City,4:00 PM–7:00 PM,0.9906,1062.5,1703.5,4
Brooklyn Navy Yard,Battery Park City,4:00 PM–7:00 PM,0.6564,1409,1420,13
Brooklyn Navy Yard,Battery Park City,8:00 AM–11:00 AM,0.4306,1330,1278,13
Brooklyn Navy Yard,Bedford,4:00 PM–7:00 PM,0.5751,711,796,17
Brooklyn Navy Yard,Bedford,7:00 PM–10:00 PM,0.725,520,742,17
Brooklyn Navy Yard,Bedford,11:00 AM–4:00 PM,0.5931,550,664,17
Brooklyn Navy Yard,Bedford,8:00 AM–11:00 AM,0.4095,591,548,17
Brooklyn Navy Yard,Bedford,10:00 PM–8:00 AM,0.8021,550,776,17
Brooklyn Navy Yard,Boerum Hill,4:00 PM–7:00 PM,0.4287,752,687.5,25
Brooklyn Navy Yard,Boerum Hill,7:00 PM–10:00 PM,0.4175,657,563,25
Brooklyn Navy Yard,Boerum Hill,11:00 AM–4:00 PM,0.6119,718.5,798,25
Brooklyn Navy Yard,Boerum Hill,8:00 AM–11:00 AM,0.4229,806,763,25
Brooklyn Navy Yard,Boerum Hill,10:00 PM–8:00 AM,0.8385,546.5,770,25
Brooklyn Navy Yard,Brooklyn Heights,4:00 PM–7:00 PM,0.5609,631,703,33
Brooklyn Navy Yard,Brooklyn Heights,7:00 PM–10:00 PM,0.8327,542,767,33
Brooklyn Navy Yard,Brooklyn Heights,11:00 AM–4:00 PM,0.6228,647,751,33
Brooklyn Navy Yard,Brooklyn Heights,8:00 AM–11:00 AM,0.6772,725,813,33
Brooklyn Navy Yard,Brooklyn Heights,10:00 PM–8:00 AM,0.9301,473,901,33
Brooklyn Navy Yard,Bushwick South,4:00 PM–7:00 PM,0.346,1200,899.5,37
Brooklyn Navy Yard,Bushwick South,7:00 PM–10:00 PM,0.474,813,804,37
Brooklyn Navy Yard,Bushwick South,11:00 AM–4:00 PM,0.3126,1031.5,828,37
Brooklyn Navy Yard,Bushwick South,8:00 AM–11:00 AM,0.4844,795,795,37
Brooklyn Navy Yard,Bushwick South,10:00 PM–8:00 AM,0.4338,693.5,607,37
Brooklyn Navy Yard,Carroll Gardens,4:00 PM–7:00 PM,0.7755,989,1184,40
Brooklyn Navy Yard,Carroll Gardens,7:00 PM–10:00 PM,0.7121,888,967,40
Brooklyn Navy Yard,Carroll Gardens,11:00 AM–4:00 PM,0.8728,985.5,1430,40
Brooklyn Navy Yard,Chinatown,4:00 PM–7:00 PM,0.9091,589,1025,45
Brooklyn Navy Yard,Chinatown,7:00 PM–10:00 PM,0.9643,651,1163,45
Brooklyn Navy Yard,Chinatown,11:00 AM–4:00 PM,0.9719,565.5,1176,45
Brooklyn Navy Yard,Chinatown,8:00 AM–11:00 AM,0.8726,740,1156,45
Brooklyn Navy Yard,Chinatown,10:00 PM–8:00 AM,1,459,1144.5,45
Brooklyn Navy Yard,Clinton Hill,4:00 PM–7:00 PM,0.5139,504,497.5,49
Brooklyn Navy Yard,Clinton Hill,7:00 PM–10:00 PM,0.6408,386,479.5,49
Brooklyn Navy Yard,Clinton Hill,11:00 AM–4:00 PM,0.466,447,413,49
Brooklyn Navy Yard,Clinton Hill,8:00 AM–11:00 AM,0.622,299,412.5,49
Brooklyn Navy Yard,Clinton Hill,10:00 PM–8:00 AM,0.6322,381,445.5,49
Brooklyn Navy Yard,Cobble Hill,4:00 PM–7:00 PM,0.882,846,1152,52
Brooklyn Navy Yard,Cobble Hill,7:00 PM–10:00 PM,1,642,1183,52
Brooklyn Navy Yard,Cobble Hill,11:00 AM–4:00 PM,0.8436,831.5,1298,52
Brooklyn Navy Yard,Columbia Street,4:00 PM–7:00 PM,0.6575,947,1026,54
Brooklyn Navy Yard,Columbia Street,7:00 PM–10:00 PM,0.9588,755,1051.5,54
