start_zone,end_zone,time_bucket,taxi_win_rate,taxi_median,citi_median,end_taxi_zone_id
Midtown North,Little Italy/NoLiTa,4:00 PM–7:00 PM,0.5246,1824,1824,144
Midtown North,Little Italy/NoLiTa,7:00 PM–10:00 PM,0.6888,1491,1726.5,144
Midtown North,Little Italy/NoLiTa,11:00 AM–4:00 PM,0.4359,1744,1645,144
Midtown North,Little Italy/NoLiTa,8:00 AM–11:00 AM,0.5044,1732,1689,144
Midtown North,Little Italy/NoLiTa,10:00 PM–8:00 AM,0.8355,1100.5,1523,144
Midtown North,Long Island City/Hunters Point,4:00 PM–7:00 PM,0.7525,1033.5,1352.5,145
Midtown North,Long Island City/Hunters Point,7:00 PM–10:00 PM,0.8779,919,1441,145
Midtown North,Long Island City/Hunters Point,11:00 AM–4:00 PM,0.7142,1130,1401,145
Midtown North,Long Island City/Hunters Point,8:00 AM–11:00 AM,0.6391,1184.5,1300,145
Midtown North,Long Island City/Hunters Point,10:00 PM–8:00 AM,0.8604,893,1289,145
Midtown North,Long Island City/Queens Plaza,4:00 PM–7:00 PM,0.4628,1156,1112.5,146
Midtown North,Long Island City/Queens Plaza,7:00 PM–10:00 PM,0.5814,902,1043.5,146
Midtown North,Long Island City/Queens Plaza,11:00 AM–4:00 PM,0.3429,1185,943,146
Midtown North,Long Island City/Queens Plaza,8:00 AM–11:00 AM,0.3781,1283,1083.5,146
Midtown North,Long Island City/Queens Plaza,10:00 PM–8:00 AM,0.6292,812,908,146
Midtown North,Lower East Side,4:00 PM–7:00 PM,0.48,1847,1822,148
Midtown North,Lower East Side,7:00 PM–10:00 PM,0.6985,1521,1864.5,148
Midtown North,Lower East Side,11:00 AM–4:00 PM,0.5326,1824,1892,148
Midtown North,Lower East Side,8:00 AM–11:00 AM,0.5866,1807,1955,148
Midtown North,Lower East Side,10:00 PM–8:00 AM,0.8514,1175,1860.5,148
Midtown North,Manhattan Valley,4:00 PM–7:00 PM,0.6871,1015,1234,151
Midtown North,Manhattan Valley,7:00 PM–10:00 PM,0.8136,829,1215,151
Midtown North,Manhattan Valley,11:00 AM–4:00 PM,0.7168,1080,1337,151
Midtown North,Manhattan Valley,8:00 AM–11:00 AM,0.7251,1024,1218,151
Midtown North,Manhattan Valley,10:00 PM–8:00 AM,0.9129,688.5,1164,151
Midtown North,Meatpacking/West Village West,4:00 PM–7:00 PM,0.5406,1411.5,1418,158
Midtown North,Meatpacking/West Village West,7:00 PM–10:00 PM,0.7395,1147,1383,158
Midtown North,Meatpacking/West Village West,11:00 AM–4:00 PM,0.5818,1381,1492,158
Midtown North,Meatpacking/West Village West,8:00 AM–11:00 AM,0.5433,1413,1483.5,158
Midtown North,Meatpacking/West Village West,10:00 PM–8:00 AM,0.8811,941,1396,158
Midtown North,Midtown Center,4:00 PM–7:00 PM,0.3418,557,425,161
Midtown North,Midtown Center,7:00 PM–10:00 PM,0.4898,404,402.5,161
Midtown North,Midtown Center,11:00 AM–4:00 PM,0.3707,507,391,161
Midtown North,Midtown Center,8:00 AM–11:00 AM,0.4122,472,401,161
Midtown North,Midtown Center,10:00 PM–8:00 AM,0.5509,314,349,161
Midtown North,Midtown East,4:00 PM–7:00 PM,0.362,612,486,162
Midtown North,Midtown East,7:00 PM–10:00 PM,0.5641,445,484,162
Midtown North,Midtown East,11:00 AM–4:00 PM,0.3242,631,479,162
Midtown North,Midtown East,8:00 AM–11:00 AM,0.3716,587,479,162
Midtown North,Midtown East,10:00 PM–8:00 AM,0.5882,375,416,162
Midtown North,Midtown South,4:00 PM–7:00 PM,0.4098,898,793.5,164
Midtown North,Midtown South,7:00 PM–10:00 PM,0.6603,667,792,164
Midtown North,Midtown South,11:00 AM–4:00 PM,0.4984,751,737,164
Midtown North,Midtown South,8:00 AM–11:00 AM,0.4857,729,687.5,164
Midtown North,Midtown South,10:00 PM–8:00 AM,0.7267,496,631.5,164
Midtown North,Murray Hill,4:00 PM–7:00 PM,0.3616,867,704,170
Midtown North,Murray Hill,7:00 PM–10:00 PM,0.6101,663,747.5,170
Midtown North,Murray Hill,11:00 AM–4:00 PM,0.3986,777,655,170
Midtown North,Murray Hill,8:00 AM–11:00 AM,0.3563,768,616,170
Midtown North,Murray Hill,10:00 PM–8:00 AM,0.6025,528,614,170
Midtown North,Penn Station/Madison Sq West,4:00 PM–7:00 PM,0.3548,886.5,709,186
Midtown North,Penn Station/Madison Sq West,7:00 PM–10:00 PM,0.5912,666,753,186
Midtown North,Penn Station/Madison Sq West,11:00 AM–4:00 PM,0.3588,877,720.5,186
Midtown North,Penn Station/Madison Sq West,8:00 AM–11:00 AM,0.353,809,643,186
Midtown North,Penn Station/Madison Sq West,10:00 PM–8:00 AM,0.6485,479,561.5,186
Midtown North,Queensbridge/Ravenswood,11:00 AM–4:00 PM,0.3848,1107,1036,193
Midtown North,Seaport,4:00 PM–7:00 PM,0.7109,1985,2277,209
Midtown North,Seaport,11:00 AM–4:00 PM,0.7588,1812,2116,209
Midtown North,SoHo,4:00 PM–7:00 PM,0.5781,1680,1736,211
Midtown North,SoHo,7:00 PM–10:00 PM,0.7849,1419,1733.5,211
Midtown North,SoHo,11:00 AM–4:00 PM,0.6153,1610,1826.5,211
Midtown North,SoHo,8:00 AM–11:00 AM,0.5787,1648.5,1756,211
Midtown North,Stuy Town/Peter Cooper Village,4:00 PM–7:00 PM,0.4207,1433,1341,224
Midtown North,Stuy Town/Peter Cooper Village,7:00 PM–10:00 PM,0.7823,1115,1415,224
Midtown North,Stuy Town/Peter Cooper Village,11:00 AM–4:00 PM,0.4761,1417,1359.5,224
Midtown North,Stuy Town/Peter Cooper Village,8:00 AM–11:00 AM,0.3594,1469,1311.5,224
Midtown North,Stuy Town/Peter Cooper Village,10:00 PM–8:00 AM,0.7972,894,1265,224
Midtown North,Sutton Place/Turtle Bay North,4:00 PM–7:00 PM,0.4415,622,569,229
Midtown North,Sutton Place/Turtle Bay North,7:00 PM–10:00 PM,0.6292,491,573,229
Midtown North,Sutton Place/Turtle Bay North,11:00 AM–4:00 PM,0.4498,658.5,606,229
Midtown North,Sutton Place/Turtle Bay North,8:00 AM–11:00 AM,0.5501,590,616.5,229
Midtown North,Sutton Place/Turtle Bay North,10:00 PM–8:00 AM,0.6744,417,520,229
Midtown North,Times Sq/Theatre District,4:00 PM–7:00 PM,0.2779,552,350.5,230
Midtown North,Times Sq/Theatre District,7:00 PM–10:00 PM,0.3118,455,264,230
Midtown North,Times Sq/Theatre District,11:00 AM–4:00 PM,0.2121,531,234,230
Midtown North,Times Sq/Theatre District,8:00 AM–11:00 AM,0.1873,429,202,230
Midtown North,Times Sq/Theatre District,10:00 PM–8:00 AM,0.236,336,196,230
Midtown North,TriBeCa/Civic Center,4:00 PM–7:00 PM,0.5815,1785,1879,231
Midtown North,TriBeCa/Civic Center,7:00 PM–10:00 PM,0.7654,1412,1740,231
Midtown North,TriBeCa/Civic Center,11:00 AM–4:00 PM,0.6206,1751,1904.5,231
Midtown North,TriBeCa/Civic Center,8:00 AM–11:00 AM,0.3954,1791,1666,231
Midtown North,TriBeCa/Civic Center,10:00 PM–8:00 AM,0.8269,1171,1510,231
Midtown North,Two Bridges/Seward Park,4:00 PM–7:00 PM,0.7989,1634.5,2191,232
Midtown North,Two Bridges/Seward Park,7:00 PM–10:00 PM,0.9028,1270,1961,232
Midtown North,Two Bridges/Seward Park,11:00 AM–4:00 PM,0.7729,1570,2151,232
Midtown North,Two Bridges/Seward Park,8:00 AM–11:00 AM,0.709,1700,1985,232
Midtown North,Two Bridges/Seward Park,10:00 PM–8:00 AM,0.9678,1074,2192,232
Midtown North,UN/Turtle Bay South,4:00 PM–7:00 PM,0.4518,818.5,794,233
Midtown North,UN/Turtle Bay South,7:00 PM–10:00 PM,0.5646,623,675,233
Midtown North,UN/Turtle Bay South,11:00 AM–4:00 PM,0.4424,851,803,233
Midtown North,UN/Turtle Bay South,8:00 AM–11:00 AM,0.3017,866,678,233
Midtown North,UN/Turtle Bay South,10:00 PM–8:00 AM,0.7029,530,667,233
Midtown North,Union Sq,4:00 PM–7:00 PM,0.4818,1084,1046,234
Midtown North,Union Sq,7:00 PM–10:00 PM,0.7081,850,1069,234
Midtown North,Union Sq,11:00 AM–4:00 PM,0.5589,975,1029.5,234
Midtown North,Union Sq,8:00 AM–11:00 AM,0.4574,964,918.5,234
Midtown North,Union Sq,10:00 PM–8:00 AM,0.8312,620,866,234
Midtown North,Upper East Side North,4:00 PM–7:00 PM,0.7327,637,838,236
Midtown North,Upper East Side North,7:00 PM–10:00 PM,0.8719,540,949,236
Midtown North,Upper East Side North,11:00 AM–4:00 PM,0.6773,725,902,236
Midtown North,Upper East Side North,8:00 AM–11:00 AM,0.6775,687,840,236
Midtown North,Upper East Side North,10:00 PM–8:00 AM,0.8095,496,802,236
Midtown North,Upper East Side South,4:00 PM–7:00 PM,0.5493,473,498,237
Midtown North,Upper East Side South,7:00 PM–10:00 PM,0.6479,393,495.5,237
Midtown North,Upper East Side South,11:00 AM–4:00 PM,0.514,477,493,237
Midtown North,Upper East Side South,8:00 AM–11:00 AM,0.4601,455,432,237
Midtown North,Upper East Side South,10:00 PM–8:00 AM,0.6446,345,449.5,237
Midtown North,Upper West Side North,4:00 PM–7:00 PM,0.6566,883,1021.5,238
Midtown North,Upper West Side North,7:00 PM–10:00 PM,0.8275,716,999.5,238
Midtown North,Upper West Side North,11:00 AM–4:00 PM,0.6227,927,1021.5,238
Midtown North,Upper West Side North,8:00 AM–11:00 AM,0.6848,851,1061,238
Midtown North,Upper West Side North,10:00 PM–8:00 AM,0.8755,615,956,238
Midtown North,Upper West Side South,4:00 PM–7:00 PM,0.5827,721,787,239
Midtown North,Upper West Side South,7:00 PM–10:00 PM,0.7399,591,737,239
Midtown North,Upper West Side South,11:00 AM–4:00 PM,0.5485,743,782,239
Midtown North,Upper West Side South,8:00 AM–11:00 AM,0.5307,698,716,239
Midtown North,Upper West Side South,10:00 PM–8:00 AM,0.789,504,665,239
Midtown North,West Chelsea/Hudson Yards,4:00 PM–7:00 PM,0.3488,1009,812,246
Midtown North,West Chelsea/Hudson Yards,7:00 PM–10:00 PM,0.5272,783.5,782,246
Midtown North,West Chelsea/Hudson Yards,11:00 AM–4:00 PM,0.4038,1007,898,246
Midtown North,West Chelsea/Hudson Yards,8:00 AM–11:00 AM,0.3679,929,764,246
Midtown North,West Chelsea/Hudson Yards,10:00 PM–8:00 AM,0.6697,629,781,246
Midtown North,West Village,4:00 PM–7:00 PM,0.5798,1301,1398,249
Midtown North,West Village,7:00 PM–10:00 PM,0.7441,1072,1356,249
Midtown North,West Village,11:00 AM–4:00 PM,0.5467,1280,1339,249
Midtown North,West Village,8:00 AM–11:00 AM,0.5163,1297,1334,249
Midtown North,West Village,10:00 PM–8:00 AM,0.7616,839.5,1157,249
Midtown North,Williamsburg (North Side),4:00 PM–7:00 PM,0.7177,1872,2280,255
Midtown North,Williamsburg (North Side),7:00 PM–10:00 PM,0.8411,1579,2098,255
Midtown North,Williamsburg (North Side),11:00 AM–4:00 PM,0.5894,2061,2246,255
Midtown North,Williamsburg (North Side),8:00 AM–11:00 AM,0.5069,2169,2260,255
Midtown North,Williamsburg (South Side),4:00 PM–7:00 PM,0.5974,2091,2248.5,256
Midtown North,Williamsburg (South Side),7:00 PM–10:00 PM,0.7714,1745,2144,256
Midtown North,Williamsburg (South Side),11:00 AM–4:00 PM,0.7344,2055,2333,256
Midtown North,World Trade Center,4:00 PM–7:00 PM,0.6384,1966,2183,261
Midtown North,World Trade Center,11:00 AM–4:00 PM,0.7072,1855,2100,261
Midtown North,World Trade Center,8:00 AM–11:00 AM,0.6102,1930,2115.5,261
Midtown North,World Trade Center,10:00 PM–8:00 AM,0.8106,1311,1673,261
Midtown North,Yorkville East,4:00 PM–7:00 PM,0.7067,905,1099,262
Midtown North,Yorkville East,7:00 PM–10:00 PM,0.8337,789,1132.5,262
Midtown North,Yorkville East,11:00 AM–4:00 PM,0.6566,1008,1163,262
Midtown North,Yorkville East,8:00 AM–11:00 AM,0.7191,974,1205,262
Midtown North,Yorkville East,10:00 PM–8:00 AM,0.8704,691,1056,262
Midtown North,Yorkville West,4:00 PM–7:00 PM,0.7281,787,1001,263
Midtown North,Yorkville West,7:00 PM–10:00 PM,0.8384,683,1008,263
Midtown North,Yorkville West,11:00 AM–4:00 PM,0.6909,891,1100,263
Midtown North,Yorkville West,8:00 AM–11:00 AM,0.7161,871.5,1080,263
Midtown North,Yorkville West,10:00 PM–8:00 AM,0.9041,589,953,263
Midtown South,Alphabet City,4:00 PM–7:00 PM,0.6859,933,1107,4
Midtown South,Alphabet City,7:00 PM–10:00 PM,0.7765,872,1072,4
Midtown South,Alphabet City,11:00 AM–4:00 PM,0.5814,993,1061.5,4
Midtown South,Alphabet City,8:00 AM–11:00 AM,0.68,966.5,1120,4
Midtown South,Alphabet City,10:00 PM–8:00 AM,0.8564,723,1058.5,4
Midtown South,Battery Park,4:00 PM–7:00 PM,0.8865,1427.5,2073,12
Midtown South,Battery Park,11:00 AM–4:00 PM,0.7564,1404,1659,12
Midtown South,Battery Park City,4:00 PM–7:00 PM,0.6567,1416,1616,13
Midtown South,Battery Park City,7:00 PM–10:00 PM,0.8597,1164,1567,13
Midtown South,Battery Park City,11:00 AM–4:00 PM,0.705,1358,1557.5,13
Midtown South,Battery Park City,8:00 AM–11:00 AM,0.7495,1315,1564,13
Midtown South,Battery Park City,10:00 PM–8:00 AM,0.8602,994,1287,13
Midtown South,Bedford,4:00 PM–7:00 PM,0.4027,2418,2266,17
Midtown South,Bedford,7:00 PM–10:00 PM,0.7204,1986,2230,17
Midtown South,Bedford,11:00 AM–4:00 PM,0.5442,2400.5,2403.5,17
Midtown South,Bedford,10:00 PM–8:00 AM,0.86,1601,2062,17
Midtown South,Bloomingdale,4:00 PM–7:00 PM,0.7157,1748.5,2097,24
Midtown South,Bloomingdale,7:00 PM–10:00 PM,0.9414,1326,2073,24
Midtown South,Bloomingdale,11:00 AM–4:00 PM,0.7421,1811.5,2113,24
Midtown South,Bloomingdale,8:00 AM–11:00 AM,0.6759,1829,2085,24
Midtown South,Bloomingdale,10:00 PM–8:00 AM,0.9817,1079,2002,24
Midtown South,Boerum Hill,4:00 PM–7:00 PM,0.5889,2083,2191,25
Midtown South,Boerum Hill,7:00 PM–10:00 PM,0.886,1658,2262,25
Midtown South,Boerum Hill,11:00 AM–4:00 PM,0.6527,1900,2147,25
Midtown South,Boerum Hill,10:00 PM–8:00 AM,0.9299,1360,2218.5,25
Midtown South,Brooklyn Heights,4:00 PM–7:00 PM,0.6559,1899,2076,33
Midtown South,Brooklyn Heights,7:00 PM–10:00 PM,0.9107,1493,2074,33
Midtown South,Brooklyn Heights,11:00 AM–4:00 PM,0.8011,1666,2058,33
Midtown South,Brooklyn Heights,8:00 AM–11:00 AM,0.9274,1472.5,2384,33
Midtown South,Brooklyn Heights,10:00 PM–8:00 AM,0.8758,1239.5,1882,33
Midtown South,Brooklyn Navy Yard,4:00 PM–7:00 PM,0.309,2095.5,1858,34
Midtown South,Bushwick South,4:00 PM–7:00 PM,0.3267,2420.5,2162,37
Midtown South,Bushwick South,7:00 PM–10:00 PM,0.3238,2048,1710,37
Midtown South,Bushwick South,10:00 PM–8:00 AM,0.3869,1710,1447.5,37
Midtown South,Carroll Gardens,4:00 PM–7:00 PM,0.6195,2165,2295.5,40
Midtown South,Carroll Gardens,7:00 PM–10:00 PM,0.8175,1729.5,2124,40
Midtown South,Central Park,4:00 PM–7:00 PM,0.6932,1080,1385,43
Midtown South,Central Park,7:00 PM–10:00 PM,0.7961,806,1277.5,43
Midtown South,Central Park,11:00 AM–4:00 PM,0.5921,1145,1299,43
Midtown South,Central Park,8:00 AM–11:00 AM,0.4352,1216,1040,43
Midtown South,Central Park,10:00 PM–8:00 AM,0.8028,650,1236,43
Midtown South,Chinatown,4:00 PM–7:00 PM,0.54990000000000006,1343,1407,45
Midtown South,Chinatown,7:00 PM–10:00 PM,0.7526,1129,1419,45
Midtown South,Chinatown,11:00 AM–4:00 PM,0.4746,1344.5,1347,45
Midtown South,Chinatown,8:00 AM–11:00 AM,0.6115,1267,1460.5,45
Midtown South,Chinatown,10:00 PM–8:00 AM,0.9105,869,1456,45
Midtown South,Clinton East,4:00 PM–7:00 PM,0.2943,925,686,48
Midtown South,Clinton East,7:00 PM–10:00 PM,0.5721,633,687.5,48
Midtown South,Clinton East,11:00 AM–4:00 PM,0.3139,913,696,48
Midtown South,Clinton East,8:00 AM–11:00 AM,0.3423,849,683,48
Midtown South,Clinton East,10:00 PM–8:00 AM,0.6826,500,626,48
Midtown South,Clinton Hill,4:00 PM–7:00 PM,0.6243,2255,2406,49
Midtown South,Clinton Hill,7:00 PM–10:00 PM,0.8609,1911.5,2505,49
Midtown South,Clinton West,4:00 PM–7:00 PM,0.401,1076,955.5,50
Midtown South,Clinton West,7:00 PM–10:00 PM,0.736,728,917,50
Midtown South,Clinton West,11:00 AM–4:00 PM,0.3979,1113,957,50
Midtown South,Clinton West,8:00 AM–11:00 AM,0.2737,1079,834,50
Midtown South,Clinton West,10:00 PM–8:00 AM,0.8969,591,1054.5,50
Midtown South,Cobble Hill,4:00 PM–7:00 PM,0.5669,2002.5,2070,52
Midtown South,Columbia Street,4:00 PM–7:00 PM,0.6284,2154,2327,54
Midtown South,Downtown Brooklyn/MetroTech,4:00 PM–7:00 PM,0.6758,1841,2036,65
Midtown South,Downtown Brooklyn/MetroTech,7:00 PM–10:00 PM,0.8694,1520,1999.5,65
Midtown South,Downtown Brooklyn/MetroTech,11:00 AM–4:00 PM,0.7624,1684.5,2125,65
Midtown South,Downtown Brooklyn/MetroTech,8:00 AM–11:00 AM,0.8203,1520,1912,65
Midtown South,Downtown Brooklyn/MetroTech,10:00 PM–8:00 AM,0.8986,1176,1952,65
Midtown South,DUMBO/Vinegar Hill,4:00 PM–7:00 PM,0.436,1914,1742.5,66
Midtown South,DUMBO/Vinegar Hill,7:00 PM–10:00 PM,0.8358,1474,1909,66
Midtown South,DUMBO/Vinegar Hill,11:00 AM–4:00 PM,0.6648,1630.5,1837,66
Midtown South,DUMBO/Vinegar Hill,8:00 AM–11:00 AM,0.7073,1476,1667,66
Midtown South,East Chelsea,4:00 PM–7:00 PM,0.2486,686,491,68
Midtown South,East Chelsea,7:00 PM–10:00 PM,0.4253,552,503,68
Midtown South,East Chelsea,11:00 AM–4:00 PM,0.2028,767,493,68
Midtown South,East Chelsea,8:00 AM–11:00 AM,0.2775,648,476,68
Midtown South,East Chelsea,10:00 PM–8:00 AM,0.5397,404,438,68
Midtown South,East Harlem South,4:00 PM–7:00 PM,0.7101,1466.5,1772,75
Midtown South,East Harlem South,7:00 PM–10:00 PM,0.9687,1069,1864,75
Midtown South,East Harlem South,11:00 AM–4:00 PM,0.666,1600,1824,75
Midtown South,East Harlem South,8:00 AM–11:00 AM,0.6437,1557.5,1748,75
Midtown South,East Harlem South,10:00 PM–8:00 AM,0.9684,864,1710,75
Midtown South,East Village,4:00 PM–7:00 PM,0.6278,742.5,845,79
Midtown South,East Village,7:00 PM–10:00 PM,0.6636,721,871,79
Midtown South,East Village,11:00 AM–4:00 PM,0.5694,773,826,79
Midtown South,East Village,8:00 AM–11:00 AM,0.4793,739,723,79
Midtown South,East Village,10:00 PM–8:00 AM,0.7827,558,791.5,79
Midtown South,East Williamsburg,4:00 PM–7:00 PM,0.6158,1935,2130,80
Midtown South,East Williamsburg,7:00 PM–10:00 PM,0.9023,1559,2159,80
Midtown South,East Williamsburg,11:00 AM–4:00 PM,0.4577,2017.5,1945,80
Midtown South,East Williamsburg,10:00 PM–8:00 AM,0.9296,1352,2011,80
Midtown South,Financial District North,4:00 PM–7:00 PM,0.7497,1391,1740,87
Midtown South,Financial District North,7:00 PM–10:00 PM,0.9042,1107.5,1672.5,87
Midtown South,Financial District North,11:00 AM–4:00 PM,0.745,1286,1626.5,87
Midtown South,Financial District North,8:00 AM–11:00 AM,0.7028,1293,1464,87
Midtown South,Financial District North,10:00 PM–8:00 AM,0.9061,928,1475.5,87
Midtown South,Financial District South,4:00 PM–7:00 PM,0.8093,1341.5,1753.5,88
Midtown South,Financial District South,7:00 PM–10:00 PM,0.953,1049,1783,88
Midtown South,Financial District South,11:00 AM–4:00 PM,0.9034,1136,1829,88
Midtown South,Financial District South,8:00 AM–11:00 AM,0.9087,1129,1724,88
Midtown South,Financial District South,10:00 PM–8:00 AM,0.9854,921.5,1914,88
Midtown South,Flatiron,4:00 PM–7:00 PM,0.3931,482,411,90
Midtown South,Flatiron,7:00 PM–10:00 PM,0.486,429,416,90
Midtown South,Flatiron,11:00 AM–4:00 PM,0.302,550,414,90
Midtown South,Flatiron,8:00 AM–11:00 AM,0.4447,481,459,90
Midtown South,Flatiron,10:00 PM–8:00 AM,0.6329,323,369.5,90
Midtown South,Fort Greene,4:00 PM–7:00 PM,0.5322,2106,2139,97
Midtown South,Fort Greene,7:00 PM–10:00 PM,0.8397,1734,2329,97
Midtown South,Fort Greene,11:00 AM–4:00 PM,0.706,1989,2271,97
Midtown South,Fort Greene,8:00 AM–11:00 AM,0.7497,1732.5,2263.5,97
Midtown South,Fort Greene,10:00 PM–8:00 AM,0.8708,1346.5,2058.5,97
Midtown South,Garment District,4:00 PM–7:00 PM,0.2518,653,441.5,100
Midtown South,Garment District,7:00 PM–10:00 PM,0.5161,413,416,100
Midtown South,Garment District,11:00 AM–4:00 PM,0.2407,644,408,100
Midtown South,Garment District,8:00 AM–11:00 AM,0.2297,568,360,100
Midtown South,Garment District,10:00 PM–8:00 AM,0.6026,312,367,100
Midtown South,Gowanus,4:00 PM–7:00 PM,0.7028,2062,2514,106
Midtown South,Gramercy,4:00 PM–7:00 PM,0.5501,441,482,107
Midtown South,Gramercy,7:00 PM–10:00 PM,0.5771,419,457,107
Midtown South,Gramercy,11:00 AM–4:00 PM,0.4426,471,435,107
Midtown South,Gramercy,8:00 AM–11:00 AM,0.4558,425,398,107
Midtown South,Gramercy,10:00 PM–8:00 AM,0.6533,349,425,107
Midtown South,Greenpoint,4:00 PM–7:00 PM,0.8625,1380,2230,112
Midtown South,Greenpoint,7:00 PM–10:00 PM,0.9505,1215.5,2363,112
Midtown South,Greenpoint,11:00 AM–4:00 PM,0.8094,1654,2220,112
Midtown South,Greenwich Village North,4:00 PM–7:00 PM,0.6369,474,550,113
Midtown South,Greenwich Village North,7:00 PM–10:00 PM,0.6284,464,540.5,113
Midtown South,Greenwich Village North,11:00 AM–4:00 PM,0.5708,498,530.5,113
Midtown South,Greenwich Village North,8:00 AM–11:00 AM,0.5707,468,497,113
Midtown South,Greenwich Village North,10:00 PM–8:00 AM,0.7663,338,475,113
Midtown South,Greenwich Village South,4:00 PM–7:00 PM,0.5014,700,689,114
Midtown South,Greenwich Village South,7:00 PM–10:00 PM,0.61240000000000006,683,769.5,114
Midtown South,Greenwich Village South,11:00 AM–4:00 PM,0.4235,733,674.5,114
Midtown South,Greenwich Village South,8:00 AM–11:00 AM,0.5568,684,706,114
Midtown South,Greenwich Village South,10:00 PM–8:00 AM,0.7639,513,677,114
Midtown South,Hudson Sq,4:00 PM–7:00 PM,0.4624,923,889,125
Midtown South,Hudson Sq,7:00 PM–10:00 PM,0.574,851,922,125
Midtown South,Hudson Sq,11:00 AM–4:00 PM,0.4732,981,953,125
Midtown South,Hudson Sq,8:00 AM–11:00 AM,0.5506,902,923,125
Midtown South,Hudson Sq,10:00 PM–8:00 AM,0.6204,660,744,125
Midtown South,Kips Bay,4:00 PM–7:00 PM,0.4263,454,403,137
Midtown South,Kips Bay,7:00 PM–10:00 PM,0.5082,410,411,137
Midtown South,Kips Bay,11:00 AM–4:00 PM,0.3774,504,418,137
Midtown South,Kips Bay,8:00 AM–11:00 AM,0.4158,459,407,137
Midtown South,Kips Bay,10:00 PM–8:00 AM,0.5646,341,369,137
Midtown South,Lenox Hill East,4:00 PM–7:00 PM,0.5633,1209,1236.5,140
Midtown South,Lenox Hill East,7:00 PM–10:00 PM,0.8254,905,1252,140
Midtown South,Lenox Hill East,11:00 AM–4:00 PM,0.5271,1308,1309,140
Midtown South,Lenox Hill East,8:00 AM–11:00 AM,0.4572,1313,1287.5,140
Midtown South,Lenox Hill East,10:00 PM–8:00 AM,0.8829,800,1194,140
Midtown South,Lenox Hill West,4:00 PM–7:00 PM,0.5007,1137,1169,141
Midtown South,Lenox Hill West,7:00 PM–10:00 PM,0.8523,834,1175,141
Midtown South,Lenox Hill West,11:00 AM–4:00 PM,0.4637,1206,1158,141
Midtown South,Lenox Hill West,8:00 AM–11:00 AM,0.3611,1232,1092,141
Midtown South,Lenox Hill West,10:00 PM–8:00 AM,0.854,731,1031.5,141
Midtown South,Lincoln Square East,4:00 PM–7:00 PM,0.5042,1176,1185,142
Midtown South,Lincoln Square East,7:00 PM–10:00 PM,0.7761,845,1128.5,142
Midtown South,Lincoln Square East,11:00 AM–4:00 PM,0.4424,1182,1092,142
Midtown South,Lincoln Square East,8:00 AM–11:00 AM,0.2802,1147,886.5,142
Midtown South,Lincoln Square East,10:00 PM–8:00 AM,0.8441,696,1056.5,142
Midtown South,Lincoln Square West,4:00 PM–7:00 PM,0.5066,1298,1307,143
Midtown South,Lincoln Square West,7:00 PM–10:00 PM,0.709,968,1180,143
Midtown South,Lincoln Square West,11:00 AM–4:00 PM,0.4663,1387,1343,143
Midtown South,Lincoln Square West,8:00 AM–11:00 AM,0.4296,1320,1223,143
Midtown South,Lincoln Square West,10:00 PM–8:00 AM,0.7476,780,1046.5,143
Midtown South,Little Italy/NoLiTa,4:00 PM–7:00 PM,0.5116,1027.5,1044,144
Midtown South,Little Italy/NoLiTa,7:00 PM–10:00 PM,0.6347,955,1104,144
Midtown South,Little Italy/NoLiTa,11:00 AM–4:00 PM,0.4598,1068,1014,144
Midtown South,Little Italy/NoLiTa,8:00 AM–11:00 AM,0.4453,980,913.5,144
Midtown South,Little Italy/NoLiTa,10:00 PM–8:00 AM,0.8398,689,1014,144
Midtown South,Long Island City/Hunters Point,4:00 PM–7:00 PM,0.7892,1205,1708,145
Midtown South,Long Island City/Hunters Point,7:00 PM–10:00 PM,0.8984,1006,1716,145
Midtown South,Long Island City/Hunters Point,11:00 AM–4:00 PM,0.8324,1370.5,1945,145
Midtown South,Long Island City/Queens Plaza,4:00 PM–7:00 PM,0.4168,1528,1444,146
Midtown South,Long Island City/Queens Plaza,7:00 PM–10:00 PM,0.8076,1205,1532,146
Midtown South,Long Island City/Queens Plaza,11:00 AM–4:00 PM,0.5877,1757,1847,146
Midtown South,Long Island City/Queens Plaza,8:00 AM–11:00 AM,0.1234,1671,1371.5,146
Midtown South,Long Island City/Queens Plaza,10:00 PM–8:00 AM,0.8163,1053,1567,146
Midtown South,Lower East Side,4:00 PM–7:00 PM,0.5317,1141,1165,148
Midtown South,Lower East Side,7:00 PM–10:00 PM,0.6006,1085,1194,148
Midtown South,Lower East Side,11:00 AM–4:00 PM,0.4871,1183,1164.5,148
Midtown South,Lower East Side,8:00 AM–11:00 AM,0.5851,1127,1246,148
Midtown South,Lower East Side,10:00 PM–8:00 AM,0.7251,850,1073.5,148
Midtown South,Manhattan Valley,4:00 PM–7:00 PM,0.7076,1705.5,2018,151
Midtown South,Manhattan Valley,7:00 PM–10:00 PM,0.9148,1257,1847,151
Midtown South,Manhattan Valley,11:00 AM–4:00 PM,0.6146,1821,1938,151
Midtown South,Manhattan Valley,8:00 AM–11:00 AM,0.7244,1741.5,1954.5,151
Midtown South,Manhattan Valley,10:00 PM–8:00 AM,0.9807,1024.5,2107,151
Midtown South,Meatpacking/West Village West,4:00 PM–7:00 PM,0.5603,802.5,844,158
